From	To	Species	Gene Name
b3032	cpdA	Escherichia coli str. K-12 substr. MG1655	cAMP phosphodiesterase(cpdA)
b1097	mltG	Escherichia coli str. K-12 substr. MG1655	endolytic murein transglycosylase(mltG)
b1090	plsX	Escherichia coli str. K-12 substr. MG1655	putative phosphate acyltransferase(plsX)
b2180	yejF	Escherichia coli str. K-12 substr. MG1655	putative oligopeptide ABC transporter ATP binding subunit YejF(yejF)
b1091	fabH	Escherichia coli str. K-12 substr. MG1655	3-oxoacyl-[acyl carrier protein] synthase 3(fabH)
b1092	fabD	Escherichia coli str. K-12 substr. MG1655	[acyl-carrier-protein] S-malonyltransferase(fabD)
b1093	fabG	Escherichia coli str. K-12 substr. MG1655	3-oxoacyl-[acyl-carrier-protein] reductase FabG(fabG)
b4117	adiA	Escherichia coli str. K-12 substr. MG1655	arginine decarboxylase, degradative(adiA)
b4358	lgoD	Escherichia coli str. K-12 substr. MG1655	L-galactonate oxidoreductase(lgoD)
b3028	mdaB	Escherichia coli str. K-12 substr. MG1655	NADPH:quinone oxidoreductase MdaB(mdaB)
b4119	melA	Escherichia coli str. K-12 substr. MG1655	alpha-galactosidase(melA)
b3029	ygiN	Escherichia coli str. K-12 substr. MG1655	putative quinol monooxygenase YgiN(ygiN)
b3265	acrE	Escherichia coli str. K-12 substr. MG1655	multidrug efflux pump membrane fusion lipoprotein AcrE(acrE)
b2177	yejA	Escherichia coli str. K-12 substr. MG1655	putative oligopeptide ABC transporter periplasmic binding protein YejA(yejA)
b3266	acrF	Escherichia coli str. K-12 substr. MG1655	multidrug efflux pump RND permease AcrF(acrF)
b4115	adiC	Escherichia coli str. K-12 substr. MG1655	arginine:agmatine antiporter(adiC)
b2178	yejB	Escherichia coli str. K-12 substr. MG1655	putative oligopeptide ABC transporter membrane subunit YejB(yejB)
b2179	yejE	Escherichia coli str. K-12 substr. MG1655	putative oligopeptide ABC transporter membrane subunit YejE(yejE)
b4356	lgoT	Escherichia coli str. K-12 substr. MG1655	galactonate:H(+) symporter(lgoT)
b2173	yeiR	Escherichia coli str. K-12 substr. MG1655	zinc-binding GTPase YeiR(yeiR)
b4111	proP	Escherichia coli str. K-12 substr. MG1655	osmolyte:H(+) symporter ProP(proP)
b2174	lpxT	Escherichia coli str. K-12 substr. MG1655	lipid A-core phosphotransferase(lpxT)
b2175	mepS	Escherichia coli str. K-12 substr. MG1655	peptidoglycan endopeptidase/peptidoglycan L,D-carboxypeptidase(mepS)
b4352	yjiA	Escherichia coli str. K-12 substr. MG1655	P-loop guanosine triphosphatase YjiA(yjiA)
b2170	setB	Escherichia coli str. K-12 substr. MG1655	sugar exporter SetB(setB)
b4106	phnC	Escherichia coli str. K-12 substr. MG1655	phosphonate/phosphate ABC transporter ATP binding subunit(phnC)
b2169	fruB	Escherichia coli str. K-12 substr. MG1655	fructose-specific PTS multiphosphoryl transfer protein FruB(fruB)
b3258	panF	Escherichia coli str. K-12 substr. MG1655	pantothenate:Na(+) symporter(panF)
b4105	phnD	Escherichia coli str. K-12 substr. MG1655	phosphonate/phosphate ABC transporter periplasmic binding protein(phnD)
b3018	plsC	Escherichia coli str. K-12 substr. MG1655	1-acylglycerol-3-phosphate O-acyltransferase PlsC(plsC)
b2165	psuG	Escherichia coli str. K-12 substr. MG1655	pseudouridine-5'-phosphate glycosidase(psuG)
b3012	dkgA	Escherichia coli str. K-12 substr. MG1655	methylglyoxal reductase DkgA(dkgA)
b3496	dtpB	Escherichia coli str. K-12 substr. MG1655	dipeptide/tripeptide:H(+) symporter DtpB(dtpB)
b4101	phnG	Escherichia coli str. K-12 substr. MG1655	carbon-phosphorus lyase core complex subunit PhnG(phnG)
b2166	psuK	Escherichia coli str. K-12 substr. MG1655	putative pseudouridine kinase(psuK)
b3255	accB	Escherichia coli str. K-12 substr. MG1655	biotin carboxyl carrier protein(accB)
b2167	fruA	Escherichia coli str. K-12 substr. MG1655	fructose-specific PTS multiphosphoryl transfer protein FruA(fruA)
b3256	accC	Escherichia coli str. K-12 substr. MG1655	biotin carboxylase(accC)
b2168	fruK	Escherichia coli str. K-12 substr. MG1655	1-phosphofructokinase(fruK)
b2162	rihB	Escherichia coli str. K-12 substr. MG1655	pyrimidine-specific ribonucleoside hydrolase RihB(rihB)
b3493	pitA	Escherichia coli str. K-12 substr. MG1655	metal phosphate:H(+) symporter PitA(pitA)
b4100	phnH	Escherichia coli str. K-12 substr. MG1655	carbon-phosphorus lyase core complex subunit PhnH(phnH)
b2164	psuT	Escherichia coli str. K-12 substr. MG1655	putative pseudouridine transporter(psuT)
b3011	yqhD	Escherichia coli str. K-12 substr. MG1655	NADPH-dependent aldehyde reductase YqhD(yqhD)
b3253	yhdH	Escherichia coli str. K-12 substr. MG1655	acrylyl-CoA reductase(yhdH)
b3005	exbD	Escherichia coli str. K-12 substr. MG1655	Ton complex subunit ExbD(exbD)
b4337	mdtM	Escherichia coli str. K-12 substr. MG1655	multidrug efflux pump/bile salt:H(+) antiporter/Na(+):H(+) antiporter/K(+):H(+) antiporter(mdtM)
b1069	murJ	Escherichia coli str. K-12 substr. MG1655	lipid II flippase MurJ(murJ)
b3006	exbB	Escherichia coli str. K-12 substr. MG1655	Ton complex subunit ExbB(exbB)
b3248	yhdE	Escherichia coli str. K-12 substr. MG1655	nucleoside triphosphate pyrophosphatase YhdE(yhdE)
b3008	metC	Escherichia coli str. K-12 substr. MG1655	cystathionine beta-lyase/L-cysteine desulfhydrase/alanine racemase(metC)
b2154	yeiG	Escherichia coli str. K-12 substr. MG1655	S-formylglutathione hydrolase/S-lactoylglutathione hydrolase(yeiG)
b3001	gpr	Escherichia coli str. K-12 substr. MG1655	L-glyceraldehyde 3-phosphate reductase(gpr)
b2155	cirA	Escherichia coli str. K-12 substr. MG1655	iron-catecholate outer membrane transporter CirA(cirA)
b2156	lysP	Escherichia coli str. K-12 substr. MG1655	lysine:H(+) symporter(lysP)
b3003	yghA	Escherichia coli str. K-12 substr. MG1655	NADP(+)-dependent aldehyde reductase(yghA)
b3488	yhiJ	Escherichia coli str. K-12 substr. MG1655	DUF4049 domain-containing protein YhiJ(yhiJ)
b2670	alaE	Escherichia coli str. K-12 substr. MG1655	L-alanine exporter(alaE)
b0009	mog	Escherichia coli str. K-12 substr. MG1655	molybdopterin adenylyltransferase(mog)
b3519	treF	Escherichia coli str. K-12 substr. MG1655	cytoplasmic trehalase(treF)
b0008	talB	Escherichia coli str. K-12 substr. MG1655	transaldolase B(talB)
b0007	yaaJ	Escherichia coli str. K-12 substr. MG1655	putative transporter YaaJ(yaaJ)
b2668	ygaP	Escherichia coli str. K-12 substr. MG1655	thiosulfate sulfurtransferase YgaP(ygaP)
b1337	abgB	Escherichia coli str. K-12 substr. MG1655	p-aminobenzoyl-glutamate hydrolase subunit B(abgB)
b1338	abgA	Escherichia coli str. K-12 substr. MG1655	p-aminobenzoyl-glutamate hydrolase subunit A(abgA)
b2428	murQ	Escherichia coli str. K-12 substr. MG1655	N-acetylmuramic acid 6-phosphate etherase(murQ)
b3517	gadA	Escherichia coli str. K-12 substr. MG1655	glutamate decarboxylase A(gadA)
b2429	murP	Escherichia coli str. K-12 substr. MG1655	N-acetylmuramic acid-specific PTS enzyme IICB component/anhydro-N-acetylmuramic acid transporter(murP)
b0485	glsA	Escherichia coli str. K-12 substr. MG1655	glutaminase 1(glsA)
b3996	nudC	Escherichia coli str. K-12 substr. MG1655	RNA decapping hydrolase(nudC)
b0243	proA	Escherichia coli str. K-12 substr. MG1655	glutamate-5-semialdehyde dehydrogenase(proA)
b2422	cysA	Escherichia coli str. K-12 substr. MG1655	sulfate/thiosulfate ABC transporter ATP binding subunit(cysA)
b0242	proB	Escherichia coli str. K-12 substr. MG1655	glutamate 5-kinase(proB)
b2423	cysW	Escherichia coli str. K-12 substr. MG1655	sulfate/thiosulfate ABC transporter inner membrane subunit CysW(cysW)
b0484	copA	Escherichia coli str. K-12 substr. MG1655	Cu(+) exporting P-type ATPase;soluble Cu(+) chaperone(copA)
b2424	cysU	Escherichia coli str. K-12 substr. MG1655	sulfate/thiosulfate ABC transporter inner membrane subunit CysU(cysU)
b0241	phoE	Escherichia coli str. K-12 substr. MG1655	outer membrane porin PhoE(phoE)
b3997	hemE	Escherichia coli str. K-12 substr. MG1655	uroporphyrinogen decarboxylase(hemE)
b2425	cysP	Escherichia coli str. K-12 substr. MG1655	thiosulfate/sulfate ABC transporter periplasmic binding protein CysP(cysP)
b1336	abgT	Escherichia coli str. K-12 substr. MG1655	p-aminobenzoyl glutamate:H(+) symporter(abgT)
b3750	rbsC	Escherichia coli str. K-12 substr. MG1655	ribose ABC transporter membrane subunit(rbsC)
b3992	thiF	Escherichia coli str. K-12 substr. MG1655	sulfur carrier protein ThiS adenylyltransferase(thiF)
b2660	lhgD	Escherichia coli str. K-12 substr. MG1655	L-2-hydroxyglutarate dehydrogenase(lhgD)
b3991	thiG	Escherichia coli str. K-12 substr. MG1655	1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase(thiG)
b0004	thrC	Escherichia coli str. K-12 substr. MG1655	threonine synthase(thrC)
b1330	ynaI	Escherichia coli str. K-12 substr. MG1655	small conductance mechanosensitive channel YnaI(ynaI)
b2661	gabD	Escherichia coli str. K-12 substr. MG1655	succinate-semialdehyde dehydrogenase (NADP(+)) GabD(gabD)
b3752	rbsK	Escherichia coli str. K-12 substr. MG1655	ribokinase(rbsK)
b3994	thiC	Escherichia coli str. K-12 substr. MG1655	phosphomethylpyrimidine synthase(thiC)
b0003	thrB	Escherichia coli str. K-12 substr. MG1655	homoserine kinase(thrB)
b2662	gabT	Escherichia coli str. K-12 substr. MG1655	4-aminobutyrate aminotransferase GabT(gabT)
b3751	rbsB	Escherichia coli str. K-12 substr. MG1655	ribose ABC transporter periplasmic binding protein(rbsB)
b3993	thiE	Escherichia coli str. K-12 substr. MG1655	thiamine phosphate synthase(thiE)
b2421	cysM	Escherichia coli str. K-12 substr. MG1655	cysteine synthase B(cysM)
b0002	thrA	Escherichia coli str. K-12 substr. MG1655	fused aspartate kinase/homoserine dehydrogenase 1(thrA)
b2663	gabP	Escherichia coli str. K-12 substr. MG1655	4-aminobutanoate:H(+) symporter(gabP)
b3990	thiH	Escherichia coli str. K-12 substr. MG1655	2-iminoacetate synthase(thiH)
b0480	ushA	Escherichia coli str. K-12 substr. MG1655	5'-nucleotidase/UDP-sugar hydrolase(ushA)
b0238	gpt	Escherichia coli str. K-12 substr. MG1655	xanthine-guanine phsophoribosyltransferase(gpt)
b0237	pepD	Escherichia coli str. K-12 substr. MG1655	peptidase D(pepD)
b3747	kup	Escherichia coli str. K-12 substr. MG1655	K(+):H(+) symporter Kup(kup)
b2415	ptsH	Escherichia coli str. K-12 substr. MG1655	phosphocarrier protein HPr(ptsH)
b1326	mpaA	Escherichia coli str. K-12 substr. MG1655	murein tripeptide amidase A(mpaA)
b2416	ptsI	Escherichia coli str. K-12 substr. MG1655	PTS enzyme I(ptsI)
b3749	rbsA	Escherichia coli str. K-12 substr. MG1655	ribose ABC transporter ATP binding subunit(rbsA)
b2417	crr	Escherichia coli str. K-12 substr. MG1655	Enzyme IIA(Glc)(crr)
b3748	rbsD	Escherichia coli str. K-12 substr. MG1655	D-ribose pyranase(rbsD)
b2418	pdxK	Escherichia coli str. K-12 substr. MG1655	pyridoxine/pyridoxal/pyridoxamine kinase(pdxK)
b1329	mppA	Escherichia coli str. K-12 substr. MG1655	murein tripeptide ABC transporter periplasmic binding protein(mppA)
b2411	ligA	Escherichia coli str. K-12 substr. MG1655	DNA ligase(ligA)
b0474	adk	Escherichia coli str. K-12 substr. MG1655	adenylate kinase(adk)
b2895	fldB	Escherichia coli str. K-12 substr. MG1655	flavodoxin 2(fldB)
b3500	gor	Escherichia coli str. K-12 substr. MG1655	glutathione reductase (NADPH)(gor)
b2413	cysZ	Escherichia coli str. K-12 substr. MG1655	sulfate:H(+) symporter(cysZ)
b3502	arsB	Escherichia coli str. K-12 substr. MG1655	arsenite/antimonite:H(+) antiporter(arsB)
b3744	asnA	Escherichia coli str. K-12 substr. MG1655	asparagine synthetase A(asnA)
b2414	cysK	Escherichia coli str. K-12 substr. MG1655	cysteine synthase A(cysK)
b3503	arsC	Escherichia coli str. K-12 substr. MG1655	arsenate reductase(arsC)
b1325	ycjG	Escherichia coli str. K-12 substr. MG1655	L-Ala-D/L-Glu epimerase(ycjG)
b0477	gsk	Escherichia coli str. K-12 substr. MG1655	inosine/guanosine kinase(gsk)
b2893	dsbC	Escherichia coli str. K-12 substr. MG1655	protein disulfide isomerase DsbC(dsbC)
b0475	hemH	Escherichia coli str. K-12 substr. MG1655	ferrochelatase(hemH)
b1319	ompG	Escherichia coli str. K-12 substr. MG1655	outer membrane porin G(ompG)
b3739	atpI	Escherichia coli str. K-12 substr. MG1655	ATP synthase accessory factor AtpI(atpI)
b0469	apt	Escherichia coli str. K-12 substr. MG1655	adenine phosphoribosyltransferase(apt)
b3736	atpF	Escherichia coli str. K-12 substr. MG1655	ATP synthase Fo complex subunit b(atpF)
b2888	uacT	Escherichia coli str. K-12 substr. MG1655	urate:H(+) symporter(uacT)
b3735	atpH	Escherichia coli str. K-12 substr. MG1655	ATP synthase F1 complex subunit delta(atpH)
b2889	idi	Escherichia coli str. K-12 substr. MG1655	isopentenyl-diphosphate Delta-isomerase(idi)
b3738	atpB	Escherichia coli str. K-12 substr. MG1655	ATP synthase Fo complex subunit a(atpB)
b2406	xapB	Escherichia coli str. K-12 substr. MG1655	xanthosine:H(+) symporter XapB(xapB)
b1317	ycjU	Escherichia coli str. K-12 substr. MG1655	beta-phosphoglucomutase(ycjU)
b3737	atpE	Escherichia coli str. K-12 substr. MG1655	ATP synthase Fo complex subunit c(atpE)
b2407	xapA	Escherichia coli str. K-12 substr. MG1655	xanthosine phosphorylase(xapA)
b3732	atpD	Escherichia coli str. K-12 substr. MG1655	ATP synthase F1 complex subunit beta(atpD)
b3974	coaA	Escherichia coli str. K-12 substr. MG1655	pantothenate kinase(coaA)
b2400	gltX	Escherichia coli str. K-12 substr. MG1655	glutamate--tRNA ligase(gltX)
b0221	fadE	Escherichia coli str. K-12 substr. MG1655	acyl-CoA dehydrogenase(fadE)
b0463	acrA	Escherichia coli str. K-12 substr. MG1655	multidrug efflux pump membrane fusion lipoprotein AcrA(acrA)
b3731	atpC	Escherichia coli str. K-12 substr. MG1655	ATP synthase F1 complex subunit epsilon(atpC)
b0462	acrB	Escherichia coli str. K-12 substr. MG1655	multidrug efflux pump RND permease AcrB(acrB)
b3734	atpA	Escherichia coli str. K-12 substr. MG1655	ATP synthase F1 complex subunit alpha(atpA)
b3733	atpG	Escherichia coli str. K-12 substr. MG1655	ATP synthase F1 complex subunit gamma(atpG)
b1798	leuE	Escherichia coli str. K-12 substr. MG1655	leucine exporter(leuE)
b3730	glmU	Escherichia coli str. K-12 substr. MG1655	fused N-acetylglucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyltransferase(glmU)
b3972	murB	Escherichia coli str. K-12 substr. MG1655	UDP-N-acetylenolpyruvoylglucosamine reductase(murB)
b2882	xanQ	Escherichia coli str. K-12 substr. MG1655	xanthine:H(+) symporter XanQ(xanQ)
b0465	mscK	Escherichia coli str. K-12 substr. MG1655	potassium dependent, small conductance mechanosensitive channel(mscK)
b1794	dgcP	Escherichia coli str. K-12 substr. MG1655	diguanylate cyclase DgcP(dgcP)
b0222	gmhA	Escherichia coli str. K-12 substr. MG1655	D-sedoheptulose 7-phosphate isomerase(gmhA)
b2883	guaD	Escherichia coli str. K-12 substr. MG1655	guanine deaminase(guaD)
b3729	glmS	Escherichia coli str. K-12 substr. MG1655	L-glutamine--D-fructose-6-phosphate aminotransferase(glmS)
b1308	pspE	Escherichia coli str. K-12 substr. MG1655	thiosulfate sulfurtransferase PspE(pspE)
b3728	pstS	Escherichia coli str. K-12 substr. MG1655	phosphate ABC transporter periplasmic binding protein(pstS)
b0459	maa	Escherichia coli str. K-12 substr. MG1655	maltose O-acetyltransferase(maa)
b3725	pstB	Escherichia coli str. K-12 substr. MG1655	phosphate ABC transporter ATP binding subunit(pstB)
b3967	murI	Escherichia coli str. K-12 substr. MG1655	glutamate racemase(murI)
b2877	mocA	Escherichia coli str. K-12 substr. MG1655	molybdenum cofactor cytidylyltransferase(mocA)
b3966	btuB	Escherichia coli str. K-12 substr. MG1655	cobalamin outer membrane transporter(btuB)
b3727	pstC	Escherichia coli str. K-12 substr. MG1655	phosphate ABC transporter membrane subunit PstC(pstC)
b3726	pstA	Escherichia coli str. K-12 substr. MG1655	phosphate ABC transporter membrane subunit PstA(pstA)
b3721	bglB	Escherichia coli str. K-12 substr. MG1655	6-phospho-beta-glucosidase B(bglB)
b1300	puuC	Escherichia coli str. K-12 substr. MG1655	gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase(puuC)
b0452	tesB	Escherichia coli str. K-12 substr. MG1655	acyl-CoA thioesterase II(tesB)
b2873	hyuA	Escherichia coli str. K-12 substr. MG1655	phenylhydantoinase(hyuA)
b3962	sthA	Escherichia coli str. K-12 substr. MG1655	soluble pyridine nucleotide transhydrogenase(sthA)
b0451	amtB	Escherichia coli str. K-12 substr. MG1655	ammonium transporter(amtB)
b1301	puuB	Escherichia coli str. K-12 substr. MG1655	gamma-glutamylputrescine oxidase(puuB)
b0693	speF	Escherichia coli str. K-12 substr. MG1655	inducible ornithine decarboxylase(speF)
b0692	potE	Escherichia coli str. K-12 substr. MG1655	putrescine transporter PotE(potE)
b1302	puuE	Escherichia coli str. K-12 substr. MG1655	4-aminobutyrate aminotransferase PuuE(puuE)
b3722	bglF	Escherichia coli str. K-12 substr. MG1655	beta-glucoside specific PTS enzyme II/BglG kinase/BglG phosphatase(bglF)
b0698	kdpA	Escherichia coli str. K-12 substr. MG1655	K(+) transporting P-type ATPase subunit KdpA(kdpA)
b1781	yeaE	Escherichia coli str. K-12 substr. MG1655	methylglyoxal reductase YeaE(yeaE)
b0697	kdpB	Escherichia coli str. K-12 substr. MG1655	K(+) transporting P-type ATPase subunit KdpB(kdpB)
b0212	gloB	Escherichia coli str. K-12 substr. MG1655	hydroxyacylglutathione hydrolase GloB(gloB)
b2871	ygeX	Escherichia coli str. K-12 substr. MG1655	2,3-diaminopropionate ammonia-lyase(ygeX)
b0696	kdpC	Escherichia coli str. K-12 substr. MG1655	K(+) transporting P-type ATPase subunit KdpC(kdpC)
b3960	argH	Escherichia coli str. K-12 substr. MG1655	argininosuccinate lyase(argH)
b0211	mltD	Escherichia coli str. K-12 substr. MG1655	membrane-bound lytic murein transglycosylase D(mltD)
b1380	ldhA	Escherichia coli str. K-12 substr. MG1655	D-lactate dehydrogenase(ldhA)
b2470	acrD	Escherichia coli str. K-12 substr. MG1655	multidrug efflux pump RND permease AcrD(acrD)
b2472	dapE	Escherichia coli str. K-12 substr. MG1655	succinyl-diaminopimelate desuccinylase(dapE)
b0052	pdxA	Escherichia coli str. K-12 substr. MG1655	4-hydroxythreonine-4-phosphate dehydrogenase(pdxA)
b4407	thiS	Escherichia coli str. K-12 substr. MG1655	sulfur carrier protein ThiS(thiS)
b1377	ompN	Escherichia coli str. K-12 substr. MG1655	outer membrane porin N(ompN)
b2224	atoB	Escherichia coli str. K-12 substr. MG1655	acetyl-CoA acetyltransferase(atoB)
b1378	ydbK	Escherichia coli str. K-12 substr. MG1655	putative pyruvate-flavodoxin oxidoreductase(ydbK)
b2467	nudK	Escherichia coli str. K-12 substr. MG1655	GDP-mannose hydrolase(nudK)
b1136	icd	Escherichia coli str. K-12 substr. MG1655	isocitrate dehydrogenase(icd)
b3794	rffM	Escherichia coli str. K-12 substr. MG1655	UDP-N-acetyl-D-mannosaminuronic acid transferase(rffM)
b0049	apaH	Escherichia coli str. K-12 substr. MG1655	diadenosine tetraphosphatase(apaH)
b3551	bisC	Escherichia coli str. K-12 substr. MG1655	biotin sulfoxide reductase(bisC)
b1131	purB	Escherichia coli str. K-12 substr. MG1655	adenylosuccinate lyase(purB)
b3793	wzyE	Escherichia coli str. K-12 substr. MG1655	enterobacterial common antigen polymerase(wzyE)
b0048	folA	Escherichia coli str. K-12 substr. MG1655	dihydrofolate reductase(folA)
b2463	maeB	Escherichia coli str. K-12 substr. MG1655	malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))(maeB)
b2221	atoD	Escherichia coli str. K-12 substr. MG1655	acetyl-CoA:acetoacetyl-CoA transferase subunit alpha(atoD)
b2222	atoA	Escherichia coli str. K-12 substr. MG1655	acetyl-CoA:acetoacetyl-CoA transferase subunit beta(atoA)
b0047	kefC	Escherichia coli str. K-12 substr. MG1655	K(+) : H(+) antiporter KefC(kefC)
b2464	talA	Escherichia coli str. K-12 substr. MG1655	transaldolase A(talA)
b3553	ghrB	Escherichia coli str. K-12 substr. MG1655	glyoxylate reductase(ghrB)
b2223	atoE	Escherichia coli str. K-12 substr. MG1655	short chain fatty acid transporter(atoE)
b0046	kefF	Escherichia coli str. K-12 substr. MG1655	regulator of KefC-mediated potassium transport and quinone oxidoreductase(kefF)
b1134	nudJ	Escherichia coli str. K-12 substr. MG1655	phosphatase NudJ(nudJ)
b2465	tktB	Escherichia coli str. K-12 substr. MG1655	transketolase 2(tktB)
b3790	rffC	Escherichia coli str. K-12 substr. MG1655	RffC(rffC)
b3792	wzxE	Escherichia coli str. K-12 substr. MG1655	lipid IIIECA flippase(wzxE)
b3791	wecE	Escherichia coli str. K-12 substr. MG1655	dTDP-4-dehydro-6-deoxy-D-glucose transaminase(wecE)
b0040	caiT	Escherichia coli str. K-12 substr. MG1655	L-carnitine:gamma-butyrobetaine antiporter(caiT)
b3787	wecC	Escherichia coli str. K-12 substr. MG1655	UDP-N-acetyl-D-mannosamine dehydrogenase(wecC)
b1124	potC	Escherichia coli str. K-12 substr. MG1655	spermidine preferential ABC transporter membrane subunit PotC(potC)
b3544	dppA	Escherichia coli str. K-12 substr. MG1655	dipeptide ABC transporter periplasmic binding protein(dppA)
b0033	carB	Escherichia coli str. K-12 substr. MG1655	carbamoyl-phosphate synthetase large subunit(carB)
b3786	wecB	Escherichia coli str. K-12 substr. MG1655	UDP-N-acetylglucosamine 2-epimerase(wecB)
b1125	potB	Escherichia coli str. K-12 substr. MG1655	spermidine preferential ABC transporter membrane subunit PotB(potB)
b3789	rffH	Escherichia coli str. K-12 substr. MG1655	glucose-1-phosphate thymidylyltransferase 2(rffH)
b1126	potA	Escherichia coli str. K-12 substr. MG1655	spermidine preferential ABC transporter ATP binding subunit(potA)
b2215	ompC	Escherichia coli str. K-12 substr. MG1655	outer membrane porin C(ompC)
b0032	carA	Escherichia coli str. K-12 substr. MG1655	carbamoyl-phosphate synthetase small subunit(carA)
b3546	eptB	Escherichia coli str. K-12 substr. MG1655	phosphoethanolamine transferase EptB(eptB)
b3788	rffG	Escherichia coli str. K-12 substr. MG1655	dTDP-glucose 4,6-dehydratase 2(rffG)
b0031	dapB	Escherichia coli str. K-12 substr. MG1655	4-hydroxy-tetrahydrodipicolinate reductase(dapB)
b0273	argF	Escherichia coli str. K-12 substr. MG1655	ornithine carbamoyltransferase ArgF(argF)
b2458	eutD	Escherichia coli str. K-12 substr. MG1655	phosphate acetyltransferase EutD(eutD)
b0038	caiB	Escherichia coli str. K-12 substr. MG1655	gamma-butyrobetainyl-CoA:carnitine CoA transferase(caiB)
b3540	dppF	Escherichia coli str. K-12 substr. MG1655	dipeptide ABC transporter ATP binding subunit DppF(dppF)
b2210	mqo	Escherichia coli str. K-12 substr. MG1655	malate:quinone oxidoreductase(mqo)
b0037	caiC	Escherichia coli str. K-12 substr. MG1655	carnitine--CoA ligase(caiC)
b1363	trkG	Escherichia coli str. K-12 substr. MG1655	K(+) transporter TrkG(trkG)
b3541	dppD	Escherichia coli str. K-12 substr. MG1655	dipeptide ABC transporter ATP binding subunit DppD(dppD)
b3785	wzzE	Escherichia coli str. K-12 substr. MG1655	enterobacterial common antigen polysaccharide co-polymerase(wzzE)
b0036	caiD	Escherichia coli str. K-12 substr. MG1655	crotonobetainyl-CoA hydratase(caiD)
b3542	dppC	Escherichia coli str. K-12 substr. MG1655	dipeptide ABC transporter membrane subunit DppC(dppC)
b3784	rfe	Escherichia coli str. K-12 substr. MG1655	UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase(rfe)
b1123	potD	Escherichia coli str. K-12 substr. MG1655	spermidine preferential ABC transporter periplasmic binding protein(potD)
b3543	dppB	Escherichia coli str. K-12 substr. MG1655	dipeptide ABC transporter membrane subunit DppB(dppB)
b2690	yqaB	Escherichia coli str. K-12 substr. MG1655	fructose-1-phosphate phosphatase YqaB(yqaB)
b3781	trxA	Escherichia coli str. K-12 substr. MG1655	thioredoxin 1(trxA)
b0030	rihC	Escherichia coli str. K-12 substr. MG1655	ribonucleoside hydrolase RihC(rihC)
b0029	ispH	Escherichia coli str. K-12 substr. MG1655	4-hydroxy-3-methylbut-2-enyl diphosphate reductase(ispH)
b2206	napA	Escherichia coli str. K-12 substr. MG1655	periplasmic nitrate reductase subunit NapA(napA)
b3779	gpp	Escherichia coli str. K-12 substr. MG1655	guanosine-5'-triphosphate,3'-diphosphate phosphatase(gpp)
b1119	nagK	Escherichia coli str. K-12 substr. MG1655	N-acetyl-D-glucosamine kinase(nagK)
b2202	napC	Escherichia coli str. K-12 substr. MG1655	periplasmic nitrate reductase cytochrome c protein(napC)
b1113	ldtC	Escherichia coli str. K-12 substr. MG1655	L,D-transpeptidase LdtC(ldtC)
b2203	napB	Escherichia coli str. K-12 substr. MG1655	periplasmic nitrate reductase cytochrome c550 protein(napB)
b2687	luxS	Escherichia coli str. K-12 substr. MG1655	S-ribosylhomocysteine lyase(luxS)
b2688	gshA	Escherichia coli str. K-12 substr. MG1655	glutamate--cysteine ligase(gshA)
b1599	mdtI	Escherichia coli str. K-12 substr. MG1655	multidrug/spermidine efflux pump membrane subunit MdtI(mdtI)
b2204	napH	Escherichia coli str. K-12 substr. MG1655	ferredoxin-type protein NapH(napH)
b2205	napG	Escherichia coli str. K-12 substr. MG1655	ferredoxin-type protein NapG(napG)
b3772	ilvA	Escherichia coli str. K-12 substr. MG1655	threonine deaminase(ilvA)
b2440	eutC	Escherichia coli str. K-12 substr. MG1655	ethanolamine ammonia-lyase subunit beta(eutC)
b0269	yagF	Escherichia coli str. K-12 substr. MG1655	D-xylonate dehydratase(yagF)
b2682	ygaZ	Escherichia coli str. K-12 substr. MG1655	L-valine exporter, YgaZ component(ygaZ)
b3771	ilvD	Escherichia coli str. K-12 substr. MG1655	dihydroxy-acid dehydratase(ilvD)
b2441	eutB	Escherichia coli str. K-12 substr. MG1655	ethanolamine ammonia-lyase subunit alpha(eutB)
b0268	yagE	Escherichia coli str. K-12 substr. MG1655	putative 2-dehydro-3-deoxygluconate aldolase(yagE)
b2683	ygaH	Escherichia coli str. K-12 substr. MG1655	L-valine exporter, YgaH component(ygaH)
b3774	ilvC	Escherichia coli str. K-12 substr. MG1655	ketol-acid reductoisomerase (NADP(+))(ilvC)
b2200	ccmB	Escherichia coli str. K-12 substr. MG1655	cytochrome c maturation protein B(ccmB)
b0025	ribF	Escherichia coli str. K-12 substr. MG1655	bifunctional riboflavin kinase/FMN adenylyltransferase(ribF)
b2201	ccmA	Escherichia coli str. K-12 substr. MG1655	cytochrome c maturation protein A(ccmA)
b1590	ynfH	Escherichia coli str. K-12 substr. MG1655	putative menaquinol dehydrogenase(ynfH)
b3770	ilvE	Escherichia coli str. K-12 substr. MG1655	branched-chain-amino-acid aminotransferase(ilvE)
b1592	clcB	Escherichia coli str. K-12 substr. MG1655	putative chloride:H(+) antiporter ClcB(clcB)
